"set_id","name","ID","Name","Size","Coverage","TDP.bound","TDP.estimate","SC.adjP","Comp.adjP"
"WP2877","Vitamin D Receptor Pathway",178,"WP2877",186,0.63,0.271186440677966,0.322033898305085,7.99040804992212e-20,0.818823949216948
"WP1591","Heart Development",37,"WP1591",46,0.65,0.266666666666667,0.3,1.16900918682e-14,0.842767793418932
"WP4357","NRF2-ARE regulation",410,"WP4357",23,0.96,0.227272727272727,0.318181818181818,6.33815645362995e-08,0.87065004588454
"WP2882","Nuclear Receptors Meta-Pathway",183,"WP2882",322,0.69,0.238738738738739,0.315315315315315,2.58938282317479e-38,0.88225486075262
"WP2032","Human Thyroid Stimulating Hormone (TSH) signaling pathway",68,"WP2032",68,0.91,0.274193548387097,0.32258064516129,8.47368187861688e-16,0.884931793800649
"WP3998","Prader-Willi and Angelman Syndrome",326,"WP3998",66,0.45,0.333333333333333,0.333333333333333,2.9765880724211e-12,0.892842095899067
"WP2369","Histone Modifications",106,"WP2369",70,0.43,0.166666666666667,0.3,4.29629046913145e-07,0.898693967045816
"WP4540","Pathways Regulating Hippo Signaling",449,"WP4540",99,0.81,0.225,0.325,1.45750470372243e-17,0.900720485325998
"WP4022","Pyrimidine metabolism",331,"WP4022",87,0.91,0.253164556962025,0.329113924050633,3.57124737003596e-13,0.90295173404126
"WP4484","Control of immune tolerance by vasoactive intestinal peptide",425,"WP4484",13,0.31,0,0.25,0.189083662421517,0.90837549057179
"WP3527","Preimplantation Embryo",217,"WP3527",60,0.52,0.193548387096774,0.290322580645161,1.4645909158934e-29,0.920619031124591
"WP408","Oxidative Stress",335,"WP408",34,0.85,0.206896551724138,0.310344827586207,2.4987918295779e-23,0.926181011736354
"WP4297","Thiamine metabolic pathways",390,"WP4297",9,0.89,0,0.25,0.171095325811961,0.927438681383965
"WP1984","Integrated Breast Cancer Pathway",59,"WP1984",155,0.92,0.27972027972028,0.314685314685315,3.61848623532521e-17,0.929014479457768
"WP3972","PDGFR-beta pathway",320,"WP3972",29,1,0.241379310344828,0.275862068965517,1.45750470372243e-17,0.936983896443534
"WP15","Selenium Micronutrient Network",25,"WP15",92,0.54,0.2,0.32,1.55030261832076e-25,0.94158668008034
"WP1423","Ganglio Sphingolipid Metabolism",14,"WP1423",13,0.62,0.25,0.25,4.87851969602103e-17,0.954898577153562
"WP4298","Viral Acute Myocarditis",391,"WP4298",85,0.82,0.228571428571429,0.314285714285714,1.55030261832076e-25,0.960973679911299
"WP2374","Oncostatin M Signaling Pathway",109,"WP2374",66,0.97,0.25,0.3125,1.45750470372243e-17,0.962619223865447
"WP3850","Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling",270,"WP3850",31,0.94,0.241379310344828,0.310344827586207,2.9447393377517e-11,0.979681670178472
"WP3657","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex",250,"WP3657",22,0.86,0.315789473684211,0.315789473684211,1.28737203377495e-08,0.990973876560315
"WP465","Tryptophan metabolism",474,"WP465",42,0.64,0.259259259259259,0.333333333333333,1.2733947666864e-33,0.991085216247916
"WP1541","Energy Metabolism",31,"WP1541",48,0.88,0.30952380952381,0.333333333333333,4.7856489956754e-16,0.991457884585696
"WP4148","Splicing factor NOVA regulated synaptic proteins",343,"WP4148",42,0.74,0.258064516129032,0.32258064516129,8.59680057967434e-17,0.99308777325874
"WP2380","Brain-Derived Neurotrophic Factor (BDNF) signaling pathway",110,"WP2380",144,0.85,0.227642276422764,0.284552845528455,2.46076597989882e-17,0.993357395961217
"WP183","Proteasome Degradation",49,"WP183",64,0.91,0.189655172413793,0.258620689655172,0.000102727400071607,0.993739319892961
"WP3942","PPAR signaling pathway",307,"WP3942",67,0.67,0.244444444444444,0.266666666666667,4.45382103461115e-22,0.993946338790036
"WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3",407,"WP4341",71,0.82,0.224137931034483,0.310344827586207,1.55030261832076e-25,0.997223465039722
"WP2036","TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway",71,"WP2036",42,0.95,0.2,0.3,1.55030261832076e-25,0.998306181536745
"WP262","EBV LMP1 signaling",140,"WP262",24,0.83,0.2,0.3,1.31802719833037e-09,0.998306181536745
"WP4008","NO/cGMP/PKG mediated Neuroprotection",328,"WP4008",48,0.52,0.24,0.32,3.3920313877351e-19,0.998306181536745
"WP4480","Role of Altered Glycolysation of MUC1 in Tumour Microenvironment",421,"WP4480",9,0.89,0.125,0.25,1.55030261832076e-25,0.998306181536745
"WP411","mRNA Processing",337,"WP411",133,0.92,0.204918032786885,0.286885245901639,7.40715848733595e-20,0.999556795185293
"WP4290","Metabolic reprogramming in colon cancer",388,"WP4290",44,0.89,0.230769230769231,0.282051282051282,1.21134935033961e-14,0.999559974562214
"WP2583","T-Cell Receptor and Co-stimulatory Signaling",135,"WP2583",29,0.93,0.0740740740740741,0.185185185185185,0.0020390189701393,0.999564052655054
"WP2113","Type III interferon signaling",79,"WP2113",10,0.6,0.333333333333333,0.333333333333333,0.000341914298724229,0.999577405939352
"WP2203","Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway",83,"WP2203",47,0.96,0.2,0.266666666666667,1.55030261832076e-25,0.999581638329153
"WP3929","Chemokine signaling pathway",296,"WP3929",165,0.75,0.233870967741935,0.306451612903226,1.11151548949677e-22,0.999581638329153
"WP2878","PPAR Alpha Pathway",179,"WP2878",26,0.62,0.3125,0.3125,2.35000378034819e-10,0.999593630002801
"WP4211","Transcriptional cascade regulating adipogenesis",361,"WP4211",13,1,0.307692307692308,0.307692307692308,3.05550468161626e-32,0.999597380647255
"WP395","IL-4 Signaling Pathway",312,"WP395",55,0.96,0.169811320754717,0.264150943396226,1.21006371795151e-15,0.999598637344068
"WP4756","Renin Angiotensin Aldosterone System (RAAS)",506,"WP4756",44,0.64,0.214285714285714,0.285714285714286,3.79036700534385e-25,0.999600844420397
"WP2037","Prolactin Signaling Pathway",72,"WP2037",76,0.96,0.164383561643836,0.246575342465753,1.21006371795151e-15,0.999622158178795
"WP3646","Hepatitis C and Hepatocellular Carcinoma",246,"WP3646",50,0.88,0.25,0.340909090909091,1.55030261832076e-25,0.999661972130556
"WP3414","Initiation of transcription and translation elongation at the HIV-1 LTR",215,"WP3414",37,0.73,0.259259259259259,0.296296296296296,1.30274002920557e-12,0.999679395222021
"WP1422","Sphingolipid pathway",13,"WP1422",30,0.8,0.166666666666667,0.25,3.69949076638916e-07,0.999680873684117
"WP4142","Metabolism of Spingolipids in ER and Golgi apparatus",340,"WP4142",20,0.75,0.2,0.2,1.78651764239784e-05,0.999680873684117
"WP4725","Sphingolipid Metabolism (general overview)",496,"WP4725",24,0.83,0.2,0.25,1.3073328528498e-06,0.999680873684117
"WP2359","Parkin-Ubiquitin Proteasomal System pathway",101,"WP2359",70,0.84,0.152542372881356,0.23728813559322,1.33825325438479e-13,0.999692096078023
"WP2911","miRNA targets in ECM and membrane receptors",188,"WP2911",43,0.51,0.227272727272727,0.272727272727273,1.96319556679318e-26,0.999694369321929
"WP4262","Breast cancer pathway",380,"WP4262",157,0.77,0.214876033057851,0.28099173553719,8.1728342950092e-20,0.999736194038243
"WP2636","Common Pathways Underlying Drug Addiction",141,"WP2636",42,0.57,0.166666666666667,0.25,8.80436312071741e-23,0.999745706039956
"WP2828","Bladder Cancer",159,"WP2828",41,0.93,0.184210526315789,0.289473684210526,2.88662493064661e-07,0.999745706039956
"WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling",231,"WP3612",24,0.88,0.0952380952380952,0.238095238095238,1.21006371795151e-15,0.999752419955776
"WP4312","Rett syndrome causing genes",398,"WP4312",49,0.76,0.216216216216216,0.297297297297297,1.22943627951508e-14,0.999766525303437
"WP2533","Glycerophospholipid Biosynthetic Pathway",130,"WP2533",30,0.83,0.08,0.16,3.98592395806362e-10,0.999787685558907
"WP3940","One carbon metabolism and related pathways",305,"WP3940",54,0.72,0.230769230769231,0.256410256410256,2.86780567028817e-25,0.999787685558907
"WP4657","22q11.2 Deletion Syndrome",477,"WP4657",92,0.63,0.258620689655172,0.310344827586207,5.10653311534479e-29,0.999801314777508
"WP382","MAPK Signaling Pathway",264,"WP382",249,0.78,0.261538461538462,0.302564102564103,5.53853655041636e-45,0.999829075430104
"WP4666","Hepatitis B infection",482,"WP4666",154,0.84,0.2,0.276923076923077,1.55030261832076e-25,0.999846173141814
"WP107","Translation Factors",3,"WP107",54,0.87,0.234042553191489,0.276595744680851,8.52450711689985e-13,0.999852323093054
"WP1424","Globo Sphingolipid Metabolism",15,"WP1424",21,0.95,0.2,0.2,4.87851969602103e-17,0.999852323093054
"WP1584","Type II diabetes mellitus",35,"WP1584",22,0.64,0.142857142857143,0.142857142857143,7.99040804992212e-20,0.999852323093054
"WP2018","RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway",65,"WP2018",55,0.95,0.0961538461538462,0.192307692307692,1.21006371795151e-15,0.999852323093054
"WP231","TNF alpha Signaling Pathway",94,"WP231",94,0.94,0.204545454545455,0.284090909090909,1.55030261832076e-25,0.999852323093054
"WP2371","Parkinsons Disease Pathway",108,"WP2371",84,0.37,0.193548387096774,0.290322580645161,6.96540853859659e-18,0.999852323093054
"WP244","Alpha 6 Beta 4 signaling pathway",116,"WP244",35,0.94,0.121212121212121,0.181818181818182,2.61142544133486e-11,0.999852323093054
"WP2453","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)",119,"WP2453",16,0.94,0.0666666666666667,0.0666666666666667,1.10524321914212e-13,0.999852323093054
"WP2456","HIF1A and PPARG regulation of glycolysis",120,"WP2456",8,0.75,0.166666666666667,0.166666666666667,0.00320215171958638,0.999852323093054
"WP2854","Gene regulatory network modelling somitogenesis ",165,"WP2854",11,0.55,0.166666666666667,0.166666666666667,0.0396104615656672,0.999852323093054
"WP2870","Extracellular vesicle-mediated signaling in recipient cells",173,"WP2870",30,0.9,0.185185185185185,0.222222222222222,1.47923810515956e-16,0.999852323093054
"WP3","Phytochemical activity on NRF2 transcriptional activation",193,"WP3",15,0.93,0.0714285714285714,0.214285714285714,0.00237947159212301,0.999852323093054
"WP3286","Copper homeostasis",201,"WP3286",54,0.87,0.234042553191489,0.297872340425532,3.71596808468601e-16,0.999852323093054
"WP3298","Melatonin metabolism and effects",204,"WP3298",42,0.62,0.269230769230769,0.307692307692308,1.86144948015588e-42,0.999852323093054
"WP3413","NOTCH1 regulation of human endothelial cell calcification",214,"WP3413",18,0.89,0.125,0.125,2.23804617426945e-12,0.999852323093054
"WP3601","Composition of Lipid Particles",229,"WP3601",10,0.4,0,0.25,0.191601747736878,0.999852323093054
"WP3633","Caffeine and Theobromine metabolism",239,"WP3633",4,0.25,0,0,0.999852323093054,0.999852323093054
"WP3664","Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds",253,"WP3664",18,0.89,0.1875,0.3125,8.33920870140507e-09,0.999852323093054
"WP3845","Canonical  and Non-canonical Notch signaling",268,"WP3845",27,0.81,0.0909090909090909,0.181818181818182,0.000608063456248664,0.999852323093054
"WP3859","TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition",274,"WP3859",18,0.94,0.0588235294117647,0.0588235294117647,2.97846854097459e-06,0.999852323093054
"WP3931","ESC Pluripotency Pathways",298,"WP3931",119,0.7,0.265060240963855,0.289156626506024,1.04633266994318e-15,0.999852323093054
"WP3945","TYROBP Causal Network",310,"WP3945",63,0.9,0.12280701754386,0.175438596491228,1.51229007711679e-12,0.999852323093054
"WP3965","Lipid Metabolism Pathway",316,"WP3965",29,0.9,0.269230769230769,0.269230769230769,1.10524321914212e-13,0.999852323093054
"WP3982","miRNA regulation of p53 pathway in prostate cancer",322,"WP3982",34,0.68,0.0869565217391304,0.217391304347826,4.32292432502445e-07,0.999852323093054
"WP4153","Degradation pathway of sphingolipids, including diseases",346,"WP4153",10,0.8,0,0,0.999852323093054,0.999852323093054
"WP4156","Biosynthesis and regeneration of tetrahydrobiopterin (BH4) and catabolism of phenylalanine, including diseases",348,"WP4156",2,1,0,0,0.999852323093054,0.999852323093054
"WP4159","GABA receptor Signaling",349,"WP4159",33,0.39,0.0769230769230769,0.0769230769230769,0.0013300266749614,0.999852323093054
"WP4220","Neurotransmitter Disorders",365,"WP4220",4,0.25,0,0,0.999852323093054,0.999852323093054
"WP43","Oxidation by Cytochrome P450",393,"WP43",63,0.48,0.133333333333333,0.166666666666667,7.53565262981462e-07,0.999852323093054
"WP4320","The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome",400,"WP4320",39,0.56,0.227272727272727,0.227272727272727,5.61788394294512e-16,0.999852323093054
"WP4342","Vitamins A and D - action mechanisms",408,"WP4342",3,1,0.333333333333333,0.333333333333333,1.20099662033474e-06,0.999852323093054
"WP437","EGF/EGFR Signaling Pathway",411,"WP437",164,0.95,0.206451612903226,0.232258064516129,1.4645909158934e-29,0.999852323093054
"WP4482","Vitamin D in inflammatory diseases",423,"WP4482",22,0.95,0.19047619047619,0.285714285714286,1.16949610776226e-27,0.999852323093054
"WP4483","Relationship between inflammation, COX-2 and EGFR",424,"WP4483",25,0.88,0.272727272727273,0.318181818181818,6.500496706318e-05,0.999852323093054
"WP4519","Cerebral Organic Acidurias, including diseases",435,"WP4519",7,1,0.285714285714286,0.285714285714286,1.97077141104003e-05,0.999852323093054
"WP4522","Metabolic pathway of LDL, HDL and TG, including diseases",437,"WP4522",17,0.53,0,0.222222222222222,0.0725218231021907,0.999852323093054
"WP4535","Envelope proteins and their potential roles in EDMD physiopathology",444,"WP4535",46,0.89,0.24390243902439,0.268292682926829,1.11151548949677e-22,0.999852323093054
"WP4549","Fragile X Syndrome ",453,"WP4549",123,0.76,0.172043010752688,0.21505376344086,6.52294438984146e-17,0.999852323093054
"WP4562","Canonical NF-KB pathway",460,"WP4562",8,1,0,0.125,0.452666162731714,0.999852323093054
"WP4585","Cancer immunotherapy by PD-1 blockade",469,"WP4585",24,0.88,0.0952380952380952,0.19047619047619,2.79548473355309e-05,0.999852323093054
"WP4724","Omega-9 FA synthesis",495,"WP4724",16,0.75,0.166666666666667,0.25,9.83107916736652e-08,0.999852323093054
"WP4758","Nephrotic syndrome",507,"WP4758",45,0.73,0.151515151515152,0.181818181818182,7.19331431961561e-10,0.999852323093054
"WP550","Biogenic Amine Synthesis",529,"WP550",16,0.19,0.333333333333333,0.333333333333333,0.0013300266749614,0.999852323093054
"WP100","Glutathione metabolism",1,"WP100",23,0.7,0.0625,0.0625,2.4987918295779e-23,0.999852323093054
"WP106","Alanine and aspartate metabolism",2,"WP106",12,0.58,0.142857142857143,0.142857142857143,0.0013300266749614,0.999852323093054
"WP111","Electron Transport Chain (OXPHOS system in mitochondria)",4,"WP111",106,0.66,0.0714285714285714,0.128571428571429,1.43014316833318e-19,0.999852323093054
"WP12","Osteoclast Signaling",6,"WP12",16,0.75,0.166666666666667,0.25,1.51229007711679e-12,0.999852323093054
"WP134","Pentose Phosphate Metabolism",9,"WP134",7,1,0,0.142857142857143,0.154107526146787,0.999852323093054
"WP1403","AMP-activated Protein Kinase (AMPK) Signaling",12,"WP1403",69,0.81,0.178571428571429,0.25,7.99040804992212e-20,0.999852323093054
"WP143","Fatty Acid Beta Oxidation",17,"WP143",34,0.79,0.111111111111111,0.111111111111111,6.0888051023505e-05,0.999852323093054
"WP1433","Nucleotide-binding Oligomerization Domain (NOD) pathway",18,"WP1433",41,0.78,0.0625,0.125,4.08325260581342e-05,0.999852323093054
"WP1449","Regulation of toll-like receptor signaling pathway",21,"WP1449",145,0.77,0.117117117117117,0.198198198198198,1.55030261832076e-25,0.999852323093054
"WP1471","Target Of Rapamycin (TOR) Signaling",23,"WP1471",37,0.92,0.0882352941176471,0.117647058823529,8.28904921253337e-06,0.999852323093054
"WP1531","Vitamin D Metabolism",28,"WP1531",10,0.7,0.285714285714286,0.285714285714286,2.36116814219851e-05,0.999852323093054
"WP1544","MicroRNAs in cardiomyocyte hypertrophy",32,"WP1544",101,0.75,0.223684210526316,0.263157894736842,1.45750470372243e-17,0.999852323093054
"WP1589","Folate-Alcohol and Cancer Pathway Hypotheses",36,"WP1589",9,0.89,0.125,0.25,2.91348117795513e-05,0.999852323093054
"WP185","Integrin-mediated Cell Adhesion",50,"WP185",104,0.84,0.195402298850575,0.218390804597701,5.28168194977512e-22,0.999852323093054
"WP1941","Peroxisomal beta-oxidation of tetracosanoyl-CoA",52,"WP1941",4,1,0,0,0.999852323093054,0.999852323093054
"WP195","IL-1 signaling pathway",54,"WP195",57,0.96,0.127272727272727,0.181818181818182,1.5288509675647e-18,0.999852323093054
"WP197","Cholesterol Biosynthesis Pathway",55,"WP197",15,0.93,0.214285714285714,0.285714285714286,2.36116814219851e-05,0.999852323093054
"WP1982","Sterol Regulatory Element-Binding Proteins (SREBP) signalling",58,"WP1982",73,0.88,0.140625,0.171875,1.10524321914212e-13,0.999852323093054
"WP2035","Follicle Stimulating Hormone (FSH) signaling pathway",70,"WP2035",27,0.81,0.181818181818182,0.272727272727273,1.84528135455106e-08,0.999852323093054
"WP205","IL-7 Signaling Pathway",74,"WP205",25,1,0.16,0.2,0.000601597866207179,0.999852323093054
"WP2112","IL17 signaling pathway",78,"WP2112",32,0.84,0.148148148148148,0.222222222222222,1.31802719833037e-09,0.999852323093054
"WP22","IL-9 Signaling Pathway",82,"WP22",19,0.79,0.0666666666666667,0.0666666666666667,0.000601597866207179,0.999852323093054
"WP2249","Metastatic brain tumor",84,"WP2249",28,0.21,0.166666666666667,0.333333333333333,0.00291300857028192,0.999852323093054
"WP2261","Signaling Pathways in Glioblastoma",85,"WP2261",83,0.96,0.2375,0.25,1.45750470372243e-17,0.999852323093054
"WP2272","Pathogenic Escherichia coli infection",87,"WP2272",55,0.85,0.0851063829787234,0.191489361702128,4.18564642105688e-07,0.999852323093054
"WP2289","Drug Induction of Bile Acid Pathway",89,"WP2289",17,0.24,0.25,0.25,6.49286728094462e-06,0.999852323093054
"WP2291","Deregulation of Rab and Rab Effector Genes in Bladder Cancer",92,"WP2291",16,0.94,0.266666666666667,0.266666666666667,3.11005970071626e-15,0.999852323093054
"WP2324","AGE/RAGE pathway",95,"WP2324",66,0.95,0.142857142857143,0.206349206349206,1.45750470372243e-17,0.999852323093054
"WP2333","Trans-sulfuration pathway",98,"WP2333",10,1,0.2,0.2,7.49087453817701e-07,0.999852323093054
"WP2436","Dopamine metabolism",115,"WP2436",14,0.64,0.222222222222222,0.222222222222222,6.78665345557183e-11,0.999852323093054
"WP2447","Amyotrophic lateral sclerosis (ALS)",118,"WP2447",38,0.79,0.166666666666667,0.3,1.30274002920557e-12,0.999852323093054
"WP2485","NAD Biosynthesis II (from tryptophan)",122,"WP2485",8,0.75,0.166666666666667,0.166666666666667,1.2733947666864e-33,0.999852323093054
"WP2509","Nanoparticle triggered autophagic cell death",125,"WP2509",24,0.88,0.142857142857143,0.142857142857143,1.28737203377495e-08,0.999852323093054
"WP2513","Nanoparticle triggered regulated necrosis",126,"WP2513",12,0.92,0,0,0.795485118928105,0.999852323093054
"WP2526","PDGF Pathway",129,"WP2526",40,0.98,0.0769230769230769,0.128205128205128,1.21006371795151e-15,0.999852323093054
"WP2572","Primary Focal Segmental Glomerulosclerosis FSGS",134,"WP2572",74,0.78,0.275862068965517,0.310344827586207,4.81412003815079e-10,0.999852323093054
"WP2637","Structural Pathway of Interleukin 1 (IL-1)",142,"WP2637",50,0.98,0.142857142857143,0.204081632653061,1.21006371795151e-15,0.999852323093054
"WP2643","Nanoparticle-mediated activation of receptor signaling",144,"WP2643",29,0.97,0.178571428571429,0.214285714285714,0.00101315545629077,0.999852323093054
"WP268","Notch Signaling",147,"WP268",47,0.85,0.175,0.225,6.84417911248327e-08,0.999852323093054
"WP2805","exRNA mechanism of action and biogenesis",151,"WP2805",8,0.62,0.2,0.2,0.000217368536815086,0.999852323093054
"WP2813","Mammary gland development pathway - Embryonic development (Stage 1 of 4)",153,"WP2813",18,0.61,0.272727272727273,0.272727272727273,1.1219536394885e-16,0.999852323093054
"WP2853","Endoderm Differentiation",164,"WP2853",146,0.77,0.223214285714286,0.258928571428571,5.00019440781505e-25,0.999852323093054
"WP2857","Mesodermal Commitment Pathway",167,"WP2857",157,0.74,0.206896551724138,0.258620689655172,5.00019440781505e-25,0.999852323093054
"WP286","IL-3 Signaling Pathway",169,"WP286",49,0.9,0.159090909090909,0.204545454545455,1.21006371795151e-15,0.999852323093054
"WP2864","Apoptosis-related network due to altered Notch3 in ovarian cancer",170,"WP2864",54,0.93,0.16,0.28,4.12289297028431e-17,0.999852323093054
"WP2868","TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer",172,"WP2868",5,1,0,0,0.999852323093054,0.999852323093054
"WP2873","Aryl Hydrocarbon Receptor Pathway",174,"WP2873",48,0.65,0.129032258064516,0.225806451612903,4.12289297028431e-17,0.999852323093054
"WP2875","Constitutive Androstane Receptor Pathway",176,"WP2875",32,0.53,0.176470588235294,0.235294117647059,2.9447393377517e-11,0.999852323093054
"WP2876","Pregnane X Receptor pathway",177,"WP2876",33,0.55,0.166666666666667,0.222222222222222,2.9447393377517e-11,0.999852323093054
"WP288","NLR Proteins",181,"WP288",9,0.89,0.125,0.125,0.00237947159212301,0.999852323093054
"WP2884","NRF2 pathway",184,"WP2884",146,0.66,0.1875,0.260416666666667,2.4987918295779e-23,0.999852323093054
"WP2889","Oxytocin signaling",185,"WP2889",4,0.5,0,0,0.999852323093054,0.999852323093054
"WP2916","Interactome of polycomb repressive complex 2 (PRC2) ",189,"WP2916",17,0.94,0.1875,0.3125,6.05665966147348e-07,0.999852323093054
"WP2942","DDX1 as a regulatory component of the Drosha microprocessor",190,"WP2942",9,0.67,0,0,0.990973876560315,0.999852323093054
"WP299","Nuclear Receptors in Lipid Metabolism and Toxicity",192,"WP299",35,0.46,0.25,0.25,1.20099662033474e-06,0.999852323093054
"WP304","Kit receptor signaling pathway",194,"WP304",60,0.98,0.169491525423729,0.220338983050847,1.45750470372243e-17,0.999852323093054
"WP311","Synthesis and Degradation of Ketone Bodies",196,"WP311",5,1,0.2,0.2,6.0888051023505e-05,0.999852323093054
"WP313","Signaling of Hepatocyte Growth Factor Receptor",197,"WP313",34,1,0.176470588235294,0.205882352941176,1.21006371795151e-15,0.999852323093054
"WP325","Triacylglyceride Synthesis",200,"WP325",26,0.54,0,0,0.999852323093054,0.999852323093054
"WP3300","Dual hijack model of Vif in HIV infection",206,"WP3300",9,0.67,0,0.166666666666667,0.118228105072828,0.999852323093054
"WP3302","eIF5A regulation in response to inhibition of the nuclear export system",208,"WP3302",4,0.75,0.333333333333333,0.333333333333333,0.00071352422837791,0.999852323093054
"WP3303","RAC1/PAK1/p38/MMP2 Pathway",209,"WP3303",69,0.9,0.225806451612903,0.274193548387097,3.11796204582401e-18,0.999852323093054
"WP357","Fatty Acid Biosynthesis",219,"WP357",22,0.91,0.2,0.2,1.10524321914212e-13,0.999852323093054
"WP3593","MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma",224,"WP3593",9,0.78,0,0,0.999852323093054,0.999852323093054
"WP363","Wnt Signaling Pathway (Netpath)",237,"WP363",53,0.91,0.208333333333333,0.208333333333333,1.45750470372243e-17,0.999852323093054
"WP3630","NAD metabolism, sirtuins and aging",238,"WP3630",11,0.91,0.2,0.3,2.25748011539398e-08,0.999852323093054
"WP3634","Insulin signalling in human adipocytes (normal condition)",240,"WP3634",8,1,0.125,0.125,7.99040804992212e-20,0.999852323093054
"WP3635","Insulin signalling in human adipocytes (diabetic condition)",241,"WP3635",8,1,0.125,0.125,7.99040804992212e-20,0.999852323093054
"WP364","IL-6 signaling pathway",242,"WP364",43,0.95,0.24390243902439,0.24390243902439,1.55030261832076e-25,0.999852323093054
"WP3644","NAD+ metabolism",244,"WP3644",16,0.88,0.142857142857143,0.285714285714286,2.25748011539398e-08,0.999852323093054
"WP3645","NAD+ biosynthetic pathways",245,"WP3645",22,0.77,0.176470588235294,0.294117647058824,2.25748011539398e-08,0.999852323093054
"WP3651","Pathways Affected in Adenoid Cystic Carcinoma",247,"WP3651",66,0.85,0.196428571428571,0.25,2.89465973850597e-12,0.999852323093054
"WP3655","Hypothetical Craniofacial Development Pathway",248,"WP3655",8,0.75,0.166666666666667,0.166666666666667,0.00407427421601939,0.999852323093054
"WP3656","Interleukin-1 Induced Activation of NF-kappa-B",249,"WP3656",11,0.91,0.1,0.2,0.00279989180752429,0.999852323093054
"WP3658","Wnt/beta-catenin Signaling Pathway in Leukemia",251,"WP3658",26,0.81,0.333333333333333,0.333333333333333,1.28160819617811e-23,0.999852323093054
"WP366","TGF-beta Signaling Pathway",252,"WP366",133,0.96,0.2109375,0.234375,1.4645909158934e-29,0.999852323093054
"WP3668","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease",255,"WP3668",25,0.92,0.217391304347826,0.304347826086957,1.91116166189054e-21,0.999852323093054
"WP3674","Tgif disruption of Shh signaling",258,"WP3674",9,0.44,0,0,0.999852323093054,0.999852323093054
"WP3676","BDNF-TrkB Signaling",259,"WP3676",34,0.88,0.166666666666667,0.2,1.84528135455106e-08,0.999852323093054
"WP368","Mitochondrial LC-Fatty Acid Beta-Oxidation",262,"WP368",17,0.94,0.0625,0.0625,0.0167383786864681,0.999852323093054
"WP3680","Association Between Physico-Chemical Features and Toxicity Associated Pathways",263,"WP3680",68,0.81,0.163636363636364,0.2,1.46702371634426e-15,0.999852323093054
"WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities",267,"WP3844",30,1,0.2,0.2,6.62772818839576e-10,0.999852323093054
"WP3849","MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ",269,"WP3849",12,1,0.166666666666667,0.25,1.31802719833037e-09,0.999852323093054
"WP3851","TLR4 Signaling and Tolerance",271,"WP3851",30,0.83,0.08,0.16,1.55030261832076e-25,0.999852323093054
"WP3853","ERK Pathway in Huntington's Disease",272,"WP3853",15,0.87,0.230769230769231,0.307692307692308,1.84528135455106e-08,0.999852323093054
"WP3858","Toll-like Receptor Signaling related to MyD88",273,"WP3858",32,0.84,0,0.111111111111111,0.114048118916392,0.999852323093054
"WP3863","T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection",275,"WP3863",62,0.81,0.14,0.22,1.21006371795151e-15,0.999852323093054
"WP3865","Novel intracellular components of RIG-I-like receptor (RLR) pathway",276,"WP3865",61,0.84,0.137254901960784,0.235294117647059,3.37870774082303e-13,0.999852323093054
"WP3869","Cannabinoid receptor signaling",277,"WP3869",29,0.79,0.0869565217391304,0.130434782608696,3.92161302035637e-08,0.999852323093054
"WP3871","Valproic acid pathway",278,"WP3871",13,0.62,0.125,0.125,0.0102047891408715,0.999852323093054
"WP3874","Canonical and Non-Canonical TGF-B signaling",280,"WP3874",17,1,0.0588235294117647,0.235294117647059,1.47923810515956e-16,0.999852323093054
"WP3877","Simplified Depiction of MYD88 Distinct Input-Output Pathway",283,"WP3877",19,0.74,0,0.214285714285714,0.0594386193019534,0.999852323093054
"WP3878","ATM Signaling Network in Development and Disease ",284,"WP3878",46,0.89,0.219512195121951,0.268292682926829,2.50026382158374e-16,0.999852323093054
"WP3879","4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression",285,"WP3879",18,1,0.111111111111111,0.111111111111111,2.45237666239285e-07,0.999852323093054
"WP391","Mitochondrial Gene Expression",290,"WP391",20,0.8,0.125,0.1875,2.9447393377517e-11,0.999852323093054
"WP3924","Hfe effect on hepcidin production",292,"WP3924",7,0.57,0.25,0.25,0.00378182889135815,0.999852323093054
"WP3925","Amino Acid metabolism",293,"WP3925",91,0.73,0.166666666666667,0.227272727272727,2.58938282317479e-38,0.999852323093054
