Length	Symbol	logFC.L.PvsL	logFC.L.VvsL	logFC.L.VvsP	logCPM	F	PValue	FDR
4036	Ncs1	3.44296139971829	4.26069499560664	0.817733595888356	3.70384575145568	112.309168145363	8.09585861244613e-09	1.52996007661421e-07
2892	Mcam	1.35885076545927	2.04781663333177	0.6889658678725	6.79374704022188	112.181254193038	8.15166681524204e-09	1.53680462867719e-07
6281	Tiam2	0.187514835112396	1.71539382028251	1.52787898517011	5.9892510616872	112.180916024252	8.15181494533365e-09	1.53680462867719e-07
4521	March8	-0.204267105296309	-1.28035670957137	-1.07608960427506	5.71568401635914	112.1531585865	8.16398432740012e-09	1.5371674681709e-07
4835	Osmr	1.37380279630936	4.32338886151119	2.94958606520183	8.50310730972062	151.645970489354	8.17348229929043e-09	1.5371674681709e-07
1774	Ccn5	0.27436943158423	4.55270484395527	4.27833541237103	2.78787267801648	125.639516079393	8.23266951554374e-09	1.54643099753977e-07
2851	Clpx	-0.906842927516342	-1.66991357484549	-0.763070647329148	5.90362908798764	111.937668292571	8.25917764297759e-09	1.54954113561984e-07
2424	Large2	-2.15218516115173	-2.29794525216226	-0.145760091010538	6.68455523036239	125.956746141296	8.28703271361602e-09	1.55289619033007e-07
2101	Eif2b4	-0.0254590242769266	-1.26686040446172	-1.24140138018479	5.4686344487003	111.656112302867	8.38549734460842e-09	1.56945870973849e-07
5747	Tnks1bp1	1.25135442388017	1.30476882281239	0.0534143989322179	6.70955679524842	111.506932752292	8.4533317901765e-09	1.58025549383708e-07
2365	Ak1	2.18754266727703	5.01578908270766	2.82824641543063	6.45672898720343	140.616065758184	8.47513317023352e-09	1.5824313396508e-07
5974	Map4k4	1.60331266509442	1.11675116057968	-0.486561504514737	7.62483542717858	111.303182433807	8.54700884813488e-09	1.59220629297625e-07
2386	Trabd	-0.951514328749826	-2.07247894057415	-1.12096461182432	5.84821063262478	111.301180628525	8.54793514595523e-09	1.59220629297625e-07
3606	Stra6l	5.15137376325459	6.32374953793161	1.17237577467702	1.83941260331075	111.132904578973	8.62621863744042e-09	1.60423466026282e-07
4112	Irf2bpl	1.41168204096006	1.3358265614925	-0.0758554794675546	7.24050548791486	111.118078848554	8.6331553683079e-09	1.60423466026282e-07
5960	Zbtb39	1.16276772772024	1.82024690055495	0.657479172834716	4.30743495709468	111.076113720228	8.65282522029806e-09	1.60423466026282e-07
2532	Vamp4	-1.69000365692749	-1.8011424723923	-0.111138815464813	3.42474670200613	111.074209596423	8.65371894824534e-09	1.60423466026282e-07
7039	Gcnt2	1.16885154461494	2.97291417952262	1.80406263490768	7.13621720791107	130.452701238334	8.68385630050195e-09	1.60790737587891e-07
2542	Cdc42ep1	1.72447997105705	0.977827711360143	-0.746652259696906	6.0080938193695	110.986057572808	8.69521153640686e-09	1.60809779150745e-07
4413	Cdh1	2.09668993528838	1.98586456343931	-0.110825371849071	8.42066432777301	110.881554982018	8.74469874898772e-09	1.61302966407023e-07
2547	Odc1	-2.23346910367298	-2.75260294828966	-0.519133844616677	8.52048940673289	123.464309079439	8.74482581548774e-09	1.61302966407023e-07
3693	Tmem135	-1.40494704039339	-1.20757795210785	0.197369088285543	5.55046359526373	110.864187957178	8.75295444476847e-09	1.61302966407023e-07
2712	Dusp10	-0.491998076182621	1.75892701109499	2.25092508727762	3.80268713685998	110.673812353957	8.84404630607106e-09	1.62743813759419e-07
3464	Usp11	0.650327589294551	3.12535669993981	2.47502911064526	3.49796065620972	110.639159034183	8.86074514589455e-09	1.62743813759419e-07
637	Pcp4	-9.35176311875363	-5.55871644759923	3.7930466711544	3.97948311356924	166.760308302244	8.86249383945461e-09	1.62743813759419e-07
1185	Pdlim4	-1.40239010358056	0.52301395593555	1.92540405951611	6.32145194723714	110.502594558053	8.92690934409283e-09	1.63733606956671e-07
2576	Frrs1	-1.07524304589897	-1.68223529991369	-0.606992254014723	4.49733463748151	110.370199524354	8.99159977164317e-09	1.64726107816503e-07
5423	Rabep1	0.227488729407696	1.46491886834462	1.23743013893692	5.33670689613538	110.281240730074	9.03537120907444e-09	1.65333490561348e-07
4277	Prkab2	1.99468075051267	1.46700323740373	-0.527677513108936	5.16394201736641	110.15357053034	9.0986217940302e-09	1.66295467812956e-07
544	Wfdc18	-0.00331923977708041	-3.10555832270135	-3.10223908292427	10.4089508904979	112.306235226375	9.11278237199644e-09	1.66359023560057e-07
4221	Patl1	1.33257657416021	1.58768687252967	0.255110298369457	5.61775132989152	109.950293984456	9.20038965582711e-09	1.67761671803911e-07
1904	Nans	-1.11189781442334	-2.2643846508145	-1.15248683639116	5.17913834074402	109.867060222251	9.24243918737054e-09	1.68331301784484e-07
5224	Als2cl	2.21351116489338	2.35421643929347	0.140705274400081	4.96859788303944	109.806637817782	9.27310378422001e-09	1.68692490803591e-07
1258	Cited4	1.03606068057877	-2.12230920497387	-3.15836988555264	4.68540686698515	120.895837336984	9.29697086347218e-09	1.68797803364229e-07
9020	Slc30a7	-0.668016576021146	-1.42302860492602	-0.755012028904871	6.20934804382925	109.752708591393	9.3005725203255e-09	1.68797803364229e-07
4084	Ampd3	-0.0388060355653635	3.60672966336405	3.64553569892941	3.00498514696123	114.045553465852	9.36369017500454e-09	1.69745498725461e-07
2216	Galnt12	-2.22847736834447	-2.59842865703722	-0.369951288692744	2.38081629461088	109.594216556177	9.38184661038505e-09	1.69841943971897e-07
4908	Kirrel3	2.68682498523053	-0.0560448570052652	-2.7428698422358	4.93196818636728	109.896474934487	9.39784422798023e-09	1.69841943971897e-07
5411	Eps15	0.226913839987949	1.37230764923655	1.14539380924861	5.87536486092935	109.555681869513	9.40173103671814e-09	1.69841943971897e-07
5868	Lpin2	0.159760020793328	1.74050092627216	1.58074090547883	5.16695144888881	109.404467062873	9.48023247720668e-09	1.71004754791912e-07
1064	LOC68395	-1.49342722135499	-2.26274998077634	-0.76932275942135	4.20028739468021	109.389463978772	9.48806242873182e-09	1.71004754791912e-07
8427	Gli3	-0.396720205770671	1.85729904265698	2.25401924842765	5.204216113821	109.336064387857	9.51599188441251e-09	1.71157477403728e-07
5190	Ltbp3	0.630021537434889	1.83530907751996	1.20528754008507	7.77446187985092	109.331241927524	9.51851884354149e-09	1.71157477403728e-07
2444	Ttc39a	-1.40036057095098	-1.36139073927049	0.0389698316804885	4.65076095656846	109.251689464806	9.56031641282964e-09	1.71629850839242e-07
1394	Ier3ip1	-0.962974345498018	-1.37011710768163	-0.407142762183611	5.26649048409809	109.239324418205	9.56683216853725e-09	1.71629850839242e-07
1734	Tmem40	3.34036086883534	4.50671335701229	1.16635248817695	2.97068431386439	109.154683105376	9.61157208255143e-09	1.72234062680657e-07
3258	Mex3d	1.88006788433851	2.10537492682665	0.225307042488131	4.72514850944212	108.807283079862	9.79775547842462e-09	1.75368561275894e-07
903	Hspb1	2.43356365645593	4.25186119592055	1.81829753946462	8.27573914183958	139.35229113427	9.81557564909677e-09	1.75412903242249e-07
2003	Cnn3	1.32367353461087	1.42112127275373	0.097447738142858	7.98059731133188	108.761205456733	9.82276211323151e-09	1.75412903242249e-07
2247	Chek2	-0.842138992561138	-2.54254331292752	-1.70040432036638	3.75563042535264	108.662418647835	9.87662365688704e-09	1.7598586853118e-07
3210	Rarg	1.61723743977994	2.21407230178539	0.596834862005453	5.71095792168592	108.660908190417	9.87744985205825e-09	1.7598586853118e-07
3764	Atg9a	-0.781744286996307	-1.5435302934699	-0.761786006473592	5.69194182989955	108.597764770718	9.91205990535721e-09	1.76135930956081e-07
2772	Cyp2d22	0.0720532287214472	3.93326230421019	3.86120907548874	4.37617736903685	136.674100106753	9.91272942389661e-09	1.76135930956081e-07
2731	Ctnnbl1	0.404073786475119	1.4881722624117	1.08409847593658	4.98625447295387	108.583668426009	9.91980551300301e-09	1.76135930956081e-07
11050	Celsr1	-0.55830946062725	2.14777549875275	2.70608495938	4.41629603746165	108.534188968354	9.94704878791714e-09	1.76418500826248e-07
3779	Axin1	1.36692407284873	0.933037752305535	-0.433886320543192	6.48153002445655	108.479695161811	9.97715317509877e-09	1.76751114041682e-07
5330	Fnbp1l	1.60051267120596	0.912178006979676	-0.688334664226283	7.10175783478229	108.445386124918	9.99616082627363e-09	1.76806980499907e-07
3889	Man1a	-0.0660755304737187	3.01709126982878	3.0831668003025	7.13485471865537	144.490528580653	1.00061970609538e-08	1.76806980499907e-07
3853	Epb41l4a	1.59277107559723	1.64415453152641	0.0513834559291814	4.93457661436723	108.41259054893	1.00143691755021e-08	1.76806980499907e-07
1296	Pradc1	-1.544097669033	-2.70021017774938	-1.15611250871638	4.07044907125694	108.324466219266	1.00634868660946e-08	1.77367469292142e-07
5451	Cc2d2a	1.48616884539244	3.05759674733139	1.57142790193895	3.84062936410055	108.309709742774	1.00717388718098e-08	1.77367469292142e-07
2362	Mab21l4	8.05580940191063	6.63615990847001	-1.41964949344063	2.11412145956464	108.29444063475	1.0080285790107e-08	1.77367469292142e-07
4279	Mmp15	1.53794090388323	2.69944732972093	1.1615064258377	6.03054985615823	120.420493144884	1.0100164990175e-08	1.77516669556439e-07
2407	Bcam	0.947356177330354	2.42557455553093	1.47821837820058	7.30679564574213	112.735064426727	1.01541289933006e-08	1.78263919598283e-07
1788	Bnipl	2.33972508160678	3.19109045716838	0.8513653755616	2.83202611660156	108.091117173564	1.0194900189688e-08	1.7877813711016e-07
3840	Grik5	-0.0598324753103799	2.14922411744162	2.209056592752	3.66554120192283	108.016779927375	1.02371803298152e-08	1.79317628904255e-07
1755	Dgat1	-0.968863455023762	-1.89055240152583	-0.921688946502063	4.9304755839823	107.958051267542	1.02707263965186e-08	1.79692051177201e-07
2242	Esrra	-0.183612661383153	-1.78727008117953	-1.60365741979638	4.899561585034	107.939001815115	1.02816348316778e-08	1.79692051177201e-07
2919	Lrfn4	2.59978262461145	1.89505140046481	-0.70473122414664	5.77489288451439	112.198770676305	1.03145423295533e-08	1.80065082013232e-07
1597	Atp6v1c2	2.74800296912715	-0.0324702806857126	-2.78047324981286	5.4676834580356	137.54553579602	1.03548429036252e-08	1.80566196747203e-07
798	Ap2s1	-1.07554639576661	-1.38348256113108	-0.307936165364465	5.50441507698198	107.739875707857	1.03964680226323e-08	1.81089261799138e-07
7278	Mtcl1	-0.512661778223066	1.99989816822164	2.5125599464447	4.85356530056768	107.647368601555	1.04503199228002e-08	1.81823890321613e-07
1975	Mlx	-1.12241792258993	-1.94099366702145	-0.818575744431528	4.6358241365497	107.355192406051	1.06225383130736e-08	1.84614025235695e-07
930	Copz2	-0.818022375879202	-1.88057740135238	-1.06255502547317	4.22554682654318	107.290240327879	1.06612680121196e-08	1.85068470795808e-07
1718	Npm1	1.35105878685798	1.53685478642781	0.185795999569833	7.81368061175185	107.271527986596	1.06724561247518e-08	1.85068470795808e-07
5361	Chka	0.952422345661664	-1.3271817917892	-2.27960413745086	9.62755945538621	107.216192044217	1.07056210618839e-08	1.85437075834991e-07
4161	Maoa	1.15236591005647	2.03631209317956	0.883946183123083	5.39900628458435	107.144254180912	1.07489145888965e-08	1.85980108864773e-07
1530	Cdo1	-0.4345053944991	4.24459008126211	4.67909547576121	3.88941551302129	144.641866608355	1.08513210285419e-08	1.87543586078196e-07
4955	Plekhg3	0.463651781937325	1.5825515303953	1.11889974845797	5.89413667878151	106.932491992867	1.08775375366492e-08	1.87788264435367e-07
2898	Reep5	-0.225165684835706	-1.38003673534679	-1.15487105051108	7.38785583334552	106.726085818792	1.10046240073021e-08	1.89771877122601e-07
886	Msrb1	-1.06187149904912	-1.81255662704819	-0.750685127999071	7.0578311141696	106.633953167198	1.10619050451781e-08	1.90548656375568e-07
5686	Znrf1	1.3518719124659	1.32586445889496	-0.0260074535709399	6.60551071754405	106.516069922007	1.11356996232616e-08	1.91607861362905e-07
774	Reg3g	-3.91087055575205	6.50636839600904	10.4172389517611	0.633772957423381	157.075957548482	1.11695490697443e-08	1.91978165688806e-07
3333	Bdh1	-1.60209424359352	-1.84129642828455	-0.239202184691023	5.39120663496503	106.429100848397	1.11905072227758e-08	1.92126326872178e-07
5725	Lpin1	-1.58333519219162	-3.50146481978604	-1.91812962759442	8.17050220763583	128.758137317467	1.120990502001e-08	1.92247401951096e-07
1950	Gba	-0.826418237369535	-1.51629145390659	-0.689873216537053	4.87768923089482	106.32934201222	1.12537596207603e-08	1.92787178013728e-07
3927	Cd36	-1.2778972181508	-6.49024172532634	-5.21234450717554	9.16734518506697	158.083827374852	1.13291547212786e-08	1.93865491560165e-07
2656	Fgfrl1	-1.4115248174133	0.721792817233558	2.13331763464686	6.62110332006098	106.0841348156	1.14109998749431e-08	1.94919382515312e-07
2049	Lmo4	0.953311212913914	-0.550017985149944	-1.50332919806386	7.13442354957502	106.073076265092	1.14181509072621e-08	1.94919382515312e-07
3623	Lgr6	4.25249440223357	4.05587691096967	-0.196617491263906	6.19897232287526	131.505507308646	1.14282941328333e-08	1.94919382515312e-07
469	Wfdc17	-5.18206392105033	-8.83131283543477	-3.64924891438444	4.26936634518235	158.414963060757	1.1555839357177e-08	1.96844704564647e-07
2543	Tpd52	-0.91415279390188	-1.60362129938501	-0.689468505483131	7.10113278021466	105.845517941331	1.15664593293509e-08	1.96844704564647e-07
7965	Rab11fip1	1.43517212325535	1.3958435773807	-0.039328545874654	6.43566947336798	105.640795422919	1.17017920670411e-08	1.98930465139698e-07
11962	Clmn	1.36271297384358	1.8729070679176	0.510194094074019	6.45162553436865	105.374603047926	1.18805087141243e-08	2.01673718923024e-07
5474	Arhgef10	2.30582463336688	3.61682830702535	1.31100367365847	5.8422276626552	110.82042085649	1.188906203258e-08	2.01673718923024e-07
2724	Dipk1a	-0.321325235367022	1.97418874351585	2.29551397888287	3.94841768165107	105.165048613141	1.20234234006247e-08	2.03730956686103e-07
2527	Cyth2	1.05869350745997	1.20096688332797	0.142273375868	6.40674101862816	105.074737739099	1.20856274378066e-08	2.04562380936439e-07
2758	Slc1a5	1.99462892055259	2.38445281494977	0.389823894397178	5.75414881459107	105.038692582167	1.21105584095844e-08	2.04670964369269e-07
4966	Cachd1	1.98825193925347	0.362344745456889	-1.62590719379658	5.17250888824842	105.027474498966	1.21183296396395e-08	2.04670964369269e-07
1834	Rspo1	6.51585246320481	4.38931866441571	-2.1265337987891	6.23802620717958	156.6646405457	1.22381815103448e-08	2.06423913006901e-07
8751	Zdhhc21	-1.222404598275	-1.1392097974218	0.0831948008531975	5.64507828734239	104.832438701021	1.22543654801679e-08	2.06423913006901e-07
2390	Slc19a1	1.35283977800054	2.87496718599481	1.52212740799427	3.21335754835681	104.821726806281	1.22618879740164e-08	2.06423913006901e-07
2903	Abhd2	1.10790975961699	2.0884438959921	0.980534136375108	7.0766112376849	104.797063894519	1.22792279753788e-08	2.06480323776638e-07
6353	Zfp651	0.00605410925071188	-1.89346824210848	-1.8995223513592	5.28189551839611	104.779266925103	1.22917582931508e-08	2.06480323776638e-07
2392	Aplp1	-1.22599333512182	-1.71200440375345	-0.486011068631632	4.42216637786584	104.634534946973	1.23942109778229e-08	2.07976997140795e-07
4713	Epha8	-3.42727987325685	-4.61572059968185	-1.18844072642499	0.227230810983243	104.485219725141	1.25009449449961e-08	2.09339034795152e-07
2494	Hdac11	-0.017112242355986	1.65110806932539	1.66822031168137	5.02826391080413	104.483379441247	1.25022670408099e-08	2.09339034795152e-07
3141	Slc25a16	-0.517123397034561	-2.342447632863	-1.82532423582844	4.83269059834136	104.385132824879	1.25730847561715e-08	2.10298685094633e-07
2312	Eml2	0.521838618978354	1.5019738342606	0.98013521528225	5.48467628546389	104.303754563139	1.26320950797218e-08	2.11058996332004e-07
5838	2900026A02Rik	1.93455837326645	1.65526837354358	-0.279289999722872	6.5391101111742	104.263409059732	1.26614698417848e-08	2.1132305292205e-07
2490	Tspan12	2.56118041072428	2.26883572498307	-0.292344685741209	3.92645203393935	104.228920494159	1.26866429514606e-08	2.11516492548335e-07
1936	Tbc1d20	-0.826604280422523	-1.4446855174202	-0.618081236997681	5.58498073247127	104.121538291501	1.27653925433175e-08	2.12601810357797e-07
5448	Hc	-2.09635749252401	4.48492395080202	6.58128144332603	1.09801690828849	104.044060662428	1.28225626905646e-08	2.13325797240889e-07
9424	Ikzf2	-1.86587581325639	-1.4633563119113	0.402519501345092	4.06689130178111	103.962683654326	1.28829293839922e-08	2.14101362185194e-07
5043	Umodl1	-3.63153905176336	-10.2217237798503	-6.59018472808695	-0.0536996201862774	123.710697271441	1.29100101896191e-08	2.14147554356543e-07
981	Eif4ebp1	0.248256323629026	-1.56993507823638	-1.81819140186541	4.8132572559757	103.922025924398	1.29132130452604e-08	2.14147554356543e-07
4785	Mindy4	-0.463156704016344	2.56098856116293	3.02414526517928	2.3868330122933	103.631459718614	1.313205324951e-08	2.17545035320606e-07
3278	Plod3	-0.76951735436098	-1.32860156354721	-0.559084209186229	6.68850510623453	103.586474751318	1.31663159178303e-08	2.17880841097187e-07
6300	Kdm5b	1.86991545780833	1.2799375472408	-0.589977910567535	6.82946647371346	103.397394671654	1.3311463794076e-08	2.20048953504619e-07
11255	Pikfyve	-1.52443167808438	-1.28563125737309	0.238800420711295	4.64997466944002	103.333890037281	1.33606280121159e-08	2.20627464904208e-07
4358	Fn3k	-0.820135283506457	-3.99296871082619	-3.17283342731974	1.75982940126846	102.981345718972	1.36374128606442e-08	2.24959526552915e-07
693	Cox5a	-0.738271907785232	-1.39992402730275	-0.661652119517518	6.65566976141825	102.912413479171	1.36923042917758e-08	2.25625991991039e-07
1184	Pgap2	-1.23074931612969	-1.58122186765914	-0.350472551529454	4.39062949965818	102.864194961368	1.37308531394656e-08	2.26022034976489e-07
10260	Abca1	1.96986833077342	2.30310821092587	0.333239880152452	5.70771470659175	102.779293747498	1.37990340005026e-08	2.2690449572949e-07
2522	Eps8l1	1.64676730215597	3.95566647222539	2.30889917006942	5.15174727073121	135.991504766277	1.3817116701815e-08	2.2696217434669e-07
3049	Stac2	1.80130967252104	3.19068482000174	1.3893751474807	7.48947495079963	111.052391658904	1.39259405424111e-08	2.28508689279689e-07
1416	Egr3	2.45385950281772	3.98899001557819	1.53513051276047	6.96947760196779	126.509541938544	1.39996901695989e-08	2.2929084149686e-07
2516	Srp54c	-0.921002232599052	-1.70336341845704	-0.782361185857989	4.47456049587951	102.528108826348	1.4003056143303e-08	2.2929084149686e-07
2347	Cd200	-1.45973328587885	1.60233063726366	3.06206392314251	6.00809613205977	123.172959232575	1.40247590467279e-08	2.29404987264335e-07
1652	Ocel1	-0.935499302193255	-1.82453317198976	-0.889033869796509	3.59529248160547	102.460309557628	1.40587220562024e-08	2.2951617497178e-07
1471	Dhrs1	-0.72767436466054	-1.58331702709939	-0.855642662438848	4.90740342717778	102.45749966683	1.40610346084689e-08	2.2951617497178e-07
3045	Pkp3	1.87071917848145	1.48044425944306	-0.390274919038391	7.39635586841531	102.279962401852	1.42080449642767e-08	2.31672959354677e-07
5052	Plekhg2	1.36679093886202	2.08215438255384	0.715363443691812	6.3995725725342	102.251096561452	1.42321151293772e-08	2.31822695391906e-07
4711	Atp7b	0.0868526427270915	-2.91734862076049	-3.00420126348758	4.56681151176932	112.734390871523	1.43084371165992e-08	2.32822343552437e-07
3010	Ehhadh	-0.789488384942357	-3.79566005022476	-3.0061716652824	4.91537889987212	126.902689868185	1.43458910236278e-08	2.33188115887195e-07
742	Cst3	-2.68477087265623	-0.443960369727377	2.24081050292885	6.88819909482228	114.161119750181	1.45737498013415e-08	2.36644871643889e-07
6514	Uggt2	-0.946988125845311	1.54431737864458	2.49130550448989	4.39717961638046	101.81037213502	1.46055423805326e-08	2.36914068697557e-07
965	Tnfrsf12a	1.87492981963605	1.83233144466374	-0.0425983749723182	8.60652702832587	101.765064455528	1.46445703900476e-08	2.37299948089305e-07
4422	Csf1	3.59235932656178	1.24581067062158	-2.34654865594021	8.17801970805001	130.687753958559	1.475972117168e-08	2.38917232937007e-07
1913	Tbc1d10a	1.72780570408241	2.00696350333376	0.279157799251353	5.61151670153029	101.612792251642	1.47766245982308e-08	2.38942469619575e-07
3501	Mycl	2.12257928239966	4.42537839548898	2.30279911308932	2.45394426914004	101.52264965472	1.48554475414951e-08	2.39829819218288e-07
3383	Slc25a24	2.51915260404311	3.3039497200003	0.78479711595719	4.56626136748103	103.811587571939	1.48623025652227e-08	2.39829819218288e-07
2484	Gdpd1	-0.490325199549519	1.64597811000347	2.13630330955299	3.43273759705838	101.417594570217	1.49479249301362e-08	2.40961787797184e-07
5336	Ptpn23	1.58190761370938	1.38632125201793	-0.195586361691454	7.0512915629196	101.302211315456	1.5050262402504e-08	2.42302329814772e-07
1913	Naga	-1.32334443358642	-1.61419762427437	-0.290853190687956	5.75781840908835	101.288805540056	1.50622049358271e-08	2.42302329814772e-07
4028	Dhcr24	-2.13376233324097	-0.973067654358713	1.16069467888226	5.73517027962168	101.533064995725	1.51103667339724e-08	2.42826244356468e-07
2256	Ccdc92	-0.106606440304541	2.86310599843978	2.96971243874432	2.36603345941165	101.213135725262	1.51298213471201e-08	2.42888224760159e-07
3243	Gata2	3.35069053558894	-0.351115644948465	-3.70180618053741	1.3389568053924	101.100268568668	1.52313299176296e-08	2.44144588416408e-07
2876	Btc	1.14248324213821	3.8865250453914	2.74404180325319	1.54009724306115	101.091289953121	1.52394387323882e-08	2.44144588416408e-07
1574	Rdh11	-1.43115870619836	-1.50805347156486	-0.0768947653665026	5.26713861472477	101.047517560274	1.52790422872236e-08	2.44380574772626e-07
1432	Tuba8	0.587575232801055	2.87272710303397	2.28515187023292	2.20252909263193	101.040330630574	1.52855561153698e-08	2.44380574772626e-07
5699	Rasa2	1.6852678074439	1.57643411235903	-0.108833695084875	4.76889896630735	100.97005745101	1.53494173531048e-08	2.4514987386928e-07
5711	Ano6	0.769706835385487	2.28253993954387	1.51283310415839	7.46936323355125	105.113924402773	1.54043363374163e-08	2.4551976933396e-07
3117	Lrrc49	0.301021148507988	2.02002299819898	1.71900184969099	3.46467915310012	100.904077249911	1.54096584461018e-08	2.4551976933396e-07
7677	Lrp8	-1.32265835232109	-3.03232561590488	-1.70966726358379	4.87595082748025	112.645021743255	1.54198776270622e-08	2.4551976933396e-07
3348	Acad11	-0.548185130275464	-1.77613963475506	-1.2279545044796	4.87543057230626	100.603918712329	1.56871845076958e-08	2.49302548042205e-07
1911	Fcamr	-2.75072546177039	-5.18223342437154	-2.43150796260116	0.558198162759709	100.601467575783	1.56894745107476e-08	2.49302548042205e-07
2493	Otud5	1.6130197873373	0.656685952401168	-0.956333834936136	6.3057674787488	100.555995206892	1.57320278275756e-08	2.49723891265043e-07
1902	Tm4sf1	2.30383027234711	4.05863697479732	1.75480670245021	8.91579549506319	125.021199084581	1.57959950794177e-08	2.5022930234777e-07
9306	Ssr1	-0.874439601194673	-1.63947578593787	-0.765036184743202	7.43179165795621	100.487895509048	1.57960059213882e-08	2.5022930234777e-07
2803	Crot	-1.23421980391511	2.21195084056366	3.44617064447877	4.11790591770312	100.444787874661	1.58366601319257e-08	2.50618365421084e-07
2509	Mr1	0.183473126819006	2.12892492687964	1.94545180006064	3.8179803668383	100.185336917282	1.60839171978984e-08	2.54272851376319e-07
3489	Tmem132a	1.63906203458521	1.48451501277662	-0.154547021808586	7.97229212549993	100.134323681355	1.61330567095763e-08	2.54791033551239e-07
1472	Plpp5	-1.1718246636407	-2.12345502271726	-0.951630359076559	4.33732184661674	100.053616566251	1.62111546696716e-08	2.55765046115629e-07
1276	Taldo1	-0.00650775341155439	-1.28820819222378	-1.28170043881223	7.41009650847441	100.031825775124	1.62323159273072e-08	2.55839700020271e-07
1555	Ido1	-2.04816337512237	7.35248100026797	9.40064437539034	1.94537982285708	119.875292756521	1.62988616939767e-08	2.56628790999601e-07
3778	Armcx2	1.22408862114437	2.98092059476623	1.75683197362185	6.18717530215583	117.480856383207	1.64568555310251e-08	2.58854701342548e-07
4034	Slc7a8	-1.79373183911323	-3.6031962178864	-1.80946437877317	3.20965000885425	102.632975827194	1.65881307549014e-08	2.60656278622931e-07
6754	Cgnl1	1.57315698380835	1.93618471548214	0.36302773167379	6.71503964217234	99.5998480853624	1.66584833223439e-08	2.61330570745407e-07
2894	Mical3	-1.34584361618084	-2.1614113783437	-0.815567762162863	4.97483890422063	99.5937346357063	1.66646067782038e-08	2.61330570745407e-07
4362	Tspan2	-1.46293405689778	-1.5437937990855	-0.0808597421877155	6.45023347061267	99.5018363938073	1.67569699715749e-08	2.62377952703723e-07
1580	Ndufv3	-0.867793055235572	-1.77611130039019	-0.908318245154618	5.09348949373827	99.4937800936421	1.67650952311973e-08	2.62377952703723e-07
4415	Wnt7b	1.68253784138201	4.76221080612386	3.07967296474185	3.78678629182282	125.885048554938	1.68058618437181e-08	2.6269136076944e-07
3441	Meis1	-1.47723471287152	2.07377440191371	3.55100911478522	3.02526592164635	99.4405852957339	1.68188599208279e-08	2.6269136076944e-07
2833	Aldh9a1	-0.281639611082522	-1.58834471669743	-1.30670510561491	6.34434981149511	99.3370559062416	1.69240714322564e-08	2.64069779902902e-07
759	Cyba	1.58171366548735	0.190953114976775	-1.39076055051057	5.5324052715247	99.2577061921008	1.70052260527464e-08	2.6507045054391e-07
2639	Gbp3	-0.21127054770839	-2.71490596891429	-2.5036354212059	3.41359813750537	99.2167728122645	1.70472665044731e-08	2.65379514215924e-07
7525	Zmiz1	0.750456238791156	1.74523405243711	0.994777813645958	7.36534786558041	99.2052352780105	1.70591377941266e-08	2.65379514215924e-07
2666	Pkd2l2	2.38159348513906	2.58536261920002	0.203769134060962	3.73601318987908	99.1594277122054	1.71063649395453e-08	2.65848617603392e-07
3850	Neu1	-0.758131469732594	-1.42356197479479	-0.665430505062196	5.60432955747794	99.1111879160215	1.7156263302297e-08	2.66358257371255e-07
8278	Cds2	-0.319058034294161	1.37992126683636	1.69897930113052	5.5648778932204	99.0656875490673	1.72034824349896e-08	2.66825327168982e-07
4480	Atp13a4	-0.585993002438681	-5.01339502585324	-4.42740202341456	5.96963852489651	146.564405241119	1.72571470586958e-08	2.67391337311454e-07
1887	Ly6m	1.19216616525653	7.88073277264018	6.68856660738366	1.08667826238386	101.496636984052	1.75300844124601e-08	2.7131758296786e-07
1754	Ankrd22	0.00320196346740122	-6.1469637620452	-6.1501657255126	3.74966332723108	130.173691176895	1.7545389548461e-08	2.7131758296786e-07
1045	Gpx1	-0.68124768384656	-1.39188797836696	-0.710640294520402	7.81357520939113	98.7065434268155	1.75815169997071e-08	2.7155130302269e-07
4408	Sspn	-1.36873154255381	1.7117357280362	3.08046727059001	4.86886697146468	98.6935429662111	1.7595380474563e-08	2.7155130302269e-07
5613	Knop1	-0.959248397787088	-1.44190134543727	-0.482652947650178	5.24983449198822	98.648566808458	1.76434399621301e-08	2.72023412960683e-07
4526	St5	1.4927534033741	0.874127445397607	-0.618625957976497	6.25617048565511	98.6156014442858	1.76787617226384e-08	2.72088912700683e-07
2010	Rab12	0.107431865771757	1.5532672285512	1.44583536277944	5.65194808836354	98.5946406836365	1.77012633273632e-08	2.72088912700683e-07
8292	Atp2b4	0.0939055410074958	2.21572068872139	2.12181514771389	6.15299475028625	98.5846433932145	1.77120071974752e-08	2.72088912700683e-07
1304	Dhrs7	-0.112623850775601	-2.00253000714932	-1.88990615637372	4.59498956627663	98.5794604990499	1.77175801103579e-08	2.72088912700683e-07
5830	Nhs	0.871463477421017	4.3124361379285	3.44097266050748	3.1557101552058	98.4249168522158	1.7884689229982e-08	2.74136415319839e-07
2539	Slco1a5	2.47412765250256	6.56731251081195	4.09318485830939	2.18096975348397	109.765158928348	1.78861159751449e-08	2.74136415319839e-07
7048	Klhl29	-0.715049042213273	-4.73105480208029	-4.01600575986702	5.51687704217943	117.753267235422	1.80218356843873e-08	2.75944960941278e-07
